Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,0,2
2,8,9
3,15,16
4,22,23
5,29,30
6,36,37
7,43,44
8,50,52
9,58,60
10,66,69
11,75,77
12,83,87
13,93,96
14,102,103
15,109,111
16,117,120
17,126,127
18,133,134
19,140,141
20,147,151
21,157,160
22,166,168
23,174,175
24,181,183
25,189,190
