Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,303.0,303.33333333333337
2,304.33333333333337,304.66666666666674
3,305.66666666666674,306.0000000000001
4,307.0000000000001,307.3333333333335
5,308.3333333333335,308.66666666666686
6,309.66666666666686,310.0000000000002
7,311.0000000000002,311.3333333333336
8,312.3333333333336,313.66666666666697
9,314.66666666666697,316.00000000000034
10,317.00000000000034,317.3333333333337
11,318.3333333333337,318.6666666666671
12,319.6666666666671,320.00000000000045
13,321.00000000000045,321.3333333333338
14,322.3333333333338,322.6666666666672
15,323.6666666666672,324.00000000000057
16,325.00000000000057,325.33333333333394
17,326.33333333333394,326.6666666666673
18,327.6666666666673,328.0000000000007
19,329.0000000000007,330.33333333333405
20,331.33333333333405,331.6666666666674
21,332.6666666666674,333.0000000000008
22,334.0000000000008,334.33333333333417
23,335.33333333333417,335.66666666666754
24,336.66666666666754,337.0000000000009
25,338.0000000000009,338.3333333333343
26,339.3333333333343,339.66666666666765
27,340.66666666666765,341.000000000001
28,342.000000000001,342.3333333333344
29,343.3333333333344,344.66666666666777
30,345.66666666666777,346.00000000000114
31,347.00000000000114,347.3333333333345
32,348.3333333333345,348.6666666666679
33,349.6666666666679,350.00000000000125
34,351.00000000000125,351.3333333333346
35,352.3333333333346,352.666666666668
36,353.666666666668,355.00000000000136
37,356.00000000000136,356.33333333333474
38,357.33333333333474,357.6666666666681
39,358.6666666666681,359.0000000000015
40,360.0000000000015,360.33333333333485
41,361.33333333333485,361.6666666666682
42,362.6666666666682,363.0000000000016
43,364.0000000000016,364.33333333333496
44,365.33333333333496,365.66666666666833
45,366.66666666666833,367.0000000000017
46,368.0000000000017,369.3333333333351
47,370.3333333333351,370.66666666666845
48,371.66666666666845,372.0000000000018
49,373.0000000000018,373.3333333333352
50,374.3333333333352,374.66666666666856
51,375.66666666666856,376.00000000000193
52,377.00000000000193,377.3333333333353
53,378.3333333333353,378.6666666666687
54,379.6666666666687,380.00000000000205
55,381.00000000000205,381.3333333333354
56,382.3333333333354,382.6666666666688
57,383.6666666666688,384.00000000000216
58,385.00000000000216,385.33333333333553
59,386.33333333333553,386.6666666666689
60,387.6666666666689,388.0000000000023
61,389.0000000000023,389.33333333333564
62,390.33333333333564,390.666666666669
63,391.666666666669,392.0000000000024
64,393.0000000000024,393.33333333333576
65,394.33333333333576,394.66666666666913
66,395.66666666666913,396.0000000000025
67,397.0000000000025,398.3333333333359
68,399.3333333333359,399.66666666666924
69,400.66666666666924,401.0000000000026
70,402.0000000000026,402.333333333336
71,403.333333333336,403.66666666666936
72,404.66666666666936,405.00000000000273
73,406.00000000000273,406.3333333333361
74,407.3333333333361,407.66666666666947
75,408.66666666666947,409.00000000000284
76,410.00000000000284,410.3333333333362
77,411.3333333333362,411.6666666666696
78,412.6666666666696,413.00000000000296
79,414.00000000000296,414.3333333333363
80,415.3333333333363,415.6666666666697
81,416.6666666666697,417.00000000000307
82,418.00000000000307,418.33333333333644
83,419.33333333333644,419.6666666666698
84,420.6666666666698,421.0000000000032
85,422.0000000000032,422.33333333333655
86,423.33333333333655,423.6666666666699
87,424.6666666666699,425.0000000000033
88,426.0000000000033,426.33333333333667
89,427.33333333333667,427.66666666667004
90,428.66666666667004,429.0000000000034
91,430.0000000000034,430.3333333333368
92,431.3333333333368,431.66666666667015
93,432.66666666667015,434.0000000000035
94,435.0000000000035,435.3333333333369
95,436.3333333333369,436.66666666667027
96,437.66666666667027,438.00000000000364
97,439.00000000000364,439.333333333337
98,440.333333333337,440.6666666666704
99,441.6666666666704,442.00000000000375
100,443.00000000000375,443.3333333333371
