Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,611.0,611.3333333333333
2,612.3333333333333,612.6666666666665
3,613.6666666666665,613.9999999999998
4,614.9999999999998,615.333333333333
5,616.333333333333,616.6666666666663
6,617.6666666666663,617.9999999999995
7,618.9999999999995,619.3333333333328
8,620.3333333333328,621.6666666666661
9,622.6666666666661,622.9999999999993
10,623.9999999999993,624.3333333333326
11,625.3333333333326,625.6666666666658
12,626.6666666666658,626.9999999999991
13,627.9999999999991,628.3333333333323
14,629.3333333333323,629.6666666666656
15,630.6666666666656,630.9999999999989
16,631.9999999999989,632.3333333333321
17,633.3333333333321,633.6666666666654
18,634.6666666666654,634.9999999999986
19,635.9999999999986,636.3333333333319
20,637.3333333333319,637.6666666666652
21,638.6666666666652,638.9999999999984
22,639.9999999999984,640.3333333333317
23,641.3333333333317,641.6666666666649
24,642.6666666666649,642.9999999999982
25,643.9999999999982,644.3333333333314
26,645.3333333333314,646.6666666666647
27,647.6666666666647,647.999999999998
28,648.999999999998,649.3333333333312
29,650.3333333333312,650.6666666666645
30,651.6666666666645,651.9999999999977
31,652.9999999999977,653.333333333331
32,654.333333333331,654.6666666666642
33,655.6666666666642,655.9999999999975
34,656.9999999999975,657.3333333333308
35,658.3333333333308,659.666666666664
36,660.666666666664,660.9999999999973
37,661.9999999999973,662.3333333333305
38,663.3333333333305,663.6666666666638
39,664.6666666666638,664.999999999997
40,665.999999999997,666.3333333333303
41,667.3333333333303,667.6666666666636
42,668.6666666666636,668.9999999999968
43,669.9999999999968,670.3333333333301
44,671.3333333333301,671.6666666666633
45,672.6666666666633,672.9999999999966
46,673.9999999999966,674.3333333333298
47,675.3333333333298,675.6666666666631
48,676.6666666666631,676.9999999999964
49,677.9999999999964,678.3333333333296
50,679.3333333333296,679.6666666666629
51,680.6666666666629,680.9999999999961
52,681.9999999999961,682.3333333333294
53,683.3333333333294,683.6666666666626
54,684.6666666666626,684.9999999999959
55,685.9999999999959,686.3333333333292
56,687.3333333333292,687.6666666666624
57,688.6666666666624,689.9999999999957
58,690.9999999999957,691.3333333333289
59,692.3333333333289,692.6666666666622
60,693.6666666666622,693.9999999999955
61,694.9999999999955,695.3333333333287
62,696.3333333333287,696.666666666662
63,697.666666666662,697.9999999999952
64,698.9999999999952,699.3333333333285
65,700.3333333333285,700.6666666666617
66,701.6666666666617,701.999999999995
67,702.999999999995,703.3333333333283
68,704.3333333333283,704.6666666666615
69,705.6666666666615,705.9999999999948
70,706.9999999999948,707.333333333328
71,708.333333333328,708.6666666666613
72,709.6666666666613,709.9999999999945
73,710.9999999999945,711.3333333333278
74,712.3333333333278,712.6666666666611
75,713.6666666666611,713.9999999999943
76,714.9999999999943,715.3333333333276
