Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,405.0,405.33333333333337
2,411.33333333333337,411.66666666666674
3,417.66666666666674,418.0000000000001
4,424.0000000000001,424.3333333333335
5,430.3333333333335,430.66666666666686
6,436.66666666666686,437.0000000000002
7,443.0000000000002,443.3333333333336
8,449.3333333333336,449.66666666666697
9,455.66666666666697,456.00000000000034
10,462.00000000000034,462.3333333333337
11,468.3333333333337,468.6666666666671
12,474.6666666666671,475.00000000000045
13,481.00000000000045,481.3333333333338
14,487.3333333333338,487.6666666666672
15,493.6666666666672,494.00000000000057
16,500.00000000000057,500.33333333333394
17,506.33333333333394,506.6666666666673
18,512.6666666666673,513.0000000000006
19,519.0000000000006,519.3333333333338
20,525.3333333333338,525.6666666666671
21,531.6666666666671,532.0000000000003
22,538.0000000000003,538.3333333333336
23,544.3333333333336,544.6666666666669
24,550.6666666666669,551.0000000000001
25,557.0000000000001,558.3333333333334
26,564.3333333333334,564.6666666666666
27,570.6666666666666,570.9999999999999
28,576.9999999999999,577.3333333333331
29,583.3333333333331,583.6666666666664
30,589.6666666666664,589.9999999999997
31,595.9999999999997,596.3333333333329
32,602.3333333333329,602.6666666666662
33,608.6666666666662,608.9999999999994
34,614.9999999999994,615.3333333333327
35,621.3333333333327,621.666666666666
36,627.666666666666,627.9999999999992
37,633.9999999999992,634.3333333333325
38,640.3333333333325,640.6666666666657
39,646.6666666666657,646.999999999999
40,652.999999999999,654.3333333333322
41,660.3333333333322,660.6666666666655
42,666.6666666666655,666.9999999999987
43,672.9999999999987,673.333333333332
44,679.333333333332,679.6666666666653
45,685.6666666666653,685.9999999999985
46,691.9999999999985,692.3333333333318
47,698.3333333333318,698.666666666665
48,704.666666666665,704.9999999999983
49,710.9999999999983,711.3333333333316
50,717.3333333333316,717.6666666666648
