Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,22096.0,22119.666666666788
2,22125.666666666788,22147.333333333576
3,22153.333333333576,22175.000000000364
4,22181.000000000364,22201.66666666715
5,22207.66666666715,22227.33333333394
6,22233.33333333394,22255.000000000728
7,22261.000000000728,22284.666666667516
8,22290.666666667516,22317.333333334303
9,22323.333333334303,22344.00000000109
10,22350.00000000109,22372.66666666788
11,22378.66666666788,22403.333333334667
12,22409.333333334667,22431.000000001455
13,22437.000000001455,22459.666666668243
14,22465.666666668243,22485.33333333503
15,22491.33333333503,22514.00000000182
16,22520.00000000182,22539.666666668607
17,22545.666666668607,22568.333333335395
18,22574.333333335395,22597.000000002183
19,22603.000000002183,22628.66666666897
20,22634.66666666897,22654.33333333576
21,22660.33333333576,22683.000000002547
22,22689.000000002547,22710.666666669335
23,22716.666666669335,22741.333333336122
24,22747.333333336122,22767.00000000291
25,22773.00000000291,22796.6666666697
26,22802.6666666697,22830.333333336486
27,22836.333333336486,22858.000000003274
28,22864.000000003274,22884.666666670062
29,22890.666666670062,22913.33333333685
30,22919.33333333685,22945.000000003638
31,22951.000000003638,22968.666666670426
32,22974.666666670426,22996.333333337214
33,23002.333333337214,23023.000000004
34,23029.000000004,23050.66666667079
35,23056.66666667079,23078.333333337578
36,23084.333333337578,23107.000000004366
37,23113.000000004366,23133.666666671154
38,23139.666666671154,23159.33333333794
39,23165.33333333794,23188.00000000473
40,23194.00000000473,23215.666666671517
41,23221.666666671517,23242.333333338305
42,23248.333333338305,23269.000000005093
43,23275.000000005093,23300.66666667188
44,23306.66666667188,23326.33333333867
45,23332.33333333867,23357.000000005457
46,23363.000000005457,23384.666666672245
47,23390.666666672245,23410.333333339033
48,23416.333333339033,23441.00000000582
49,23447.00000000582,23467.66666667261
50,23473.66666667261,23492.333333339397
51,23498.333333339397,23520.000000006185
52,23526.000000006185,23549.666666672972
53,23555.666666672972,23576.33333333976
54,23582.33333333976,23605.00000000655
55,23611.00000000655,23635.666666673336
56,23641.666666673336,23664.333333340124
57,23670.333333340124,23693.000000006912
58,23699.000000006912,23722.6666666737
59,23728.6666666737,23750.333333340488
60,23756.333333340488,23778.000000007276
61,23784.000000007276,23803.666666674064
62,23809.666666674064,23832.333333340852
63,23838.333333340852,23861.00000000764
64,23867.00000000764,23886.666666674428
65,23892.666666674428,23912.333333341216
66,23918.333333341216,23939.000000008004
67,23945.000000008004,23970.66666667479
68,23976.66666667479,24001.33333334158
69,24007.33333334158,24026.000000008367
70,24032.000000008367,24055.666666675155
71,24061.666666675155,24086.333333341943
72,24092.333333341943,24113.00000000873
73,24119.00000000873,24142.66666667552
74,24148.66666667552,24168.333333342307
75,24174.333333342307,24197.000000009095
76,24203.000000009095,24227.666666675883
77,24233.666666675883,24254.33333334267
78,24260.33333334267,24284.00000000946
79,24290.00000000946,24308.666666676247
80,24314.666666676247,24335.333333343035
81,24341.333333343035,24362.000000009823
82,24368.000000009823,24387.66666667661
83,24393.66666667661,24415.3333333434
84,24421.3333333434,24442.000000010186
85,24448.000000010186,24469.666666676974
86,24475.666666676974,24496.333333343762
87,24502.333333343762,24523.00000001055
88,24529.00000001055,24550.666666677338
89,24556.666666677338,24578.333333344126
90,24584.333333344126,24604.000000010914
91,24610.000000010914,24630.666666677702
92,24636.666666677702,24660.33333334449
93,24666.33333334449,24687.000000011278
94,24693.000000011278,24714.666666678066
95,24720.666666678066,24742.333333344854
96,24748.333333344854,24769.00000001164
97,24775.00000001164,24794.66666667843
98,24800.66666667843,24820.333333345217
99,24826.333333345217,24850.000000012005
100,24856.000000012005,24879.666666678793
101,24885.666666678793,24905.33333334558
102,24911.33333334558,24934.00000001237
103,24940.00000001237,24960.666666679157
104,24966.666666679157,24986.333333345945
105,24992.333333345945,25012.000000012733
106,25018.000000012733,25040.66666667952
107,25046.66666667952,25069.33333334631
108,25075.33333334631,25098.000000013097
109,25104.000000013097,25127.666666679885
110,25133.666666679885,25157.333333346673
111,25163.333333346673,25185.00000001346
112,25191.00000001346,25213.66666668025
113,25219.66666668025,25241.333333347036
114,25247.333333347036,25267.000000013824
115,25273.000000013824,25295.666666680612
116,25301.666666680612,25321.3333333474
117,25327.3333333474,25348.000000014188
118,25354.000000014188,25373.666666680976
119,25379.666666680976,25402.333333347764
120,25408.333333347764,25431.000000014552
121,25437.000000014552,25463.66666668134
122,25469.66666668134,25488.333333348128
123,25494.333333348128,25517.000000014916
124,25523.000000014916,25546.666666681704
125,25552.666666681704,25572.33333334849
126,25578.33333334849,25597.00000001528
127,25603.00000001528,25627.666666682067
128,25633.666666682067,25655.333333348855
129,25661.333333348855,25682.000000015643
130,25688.000000015643,25707.66666668243
131,25713.66666668243,25739.33333334922
132,25745.33333334922,25773.000000016007
133,25779.000000016007,25797.666666682795
134,25803.666666682795,25825.333333349583
135,25831.333333349583,25851.00000001637
136,25857.00000001637,25880.66666668316
137,25886.66666668316,25907.333333349947
138,25913.333333349947,25939.000000016735
139,25945.000000016735,25965.666666683523
140,25971.666666683523,25992.33333335031
141,25998.33333335031,26020.0000000171
142,26026.0000000171,26042.666666683886
143,26048.666666683886,26069.333333350674
144,26075.333333350674,26096.000000017462
145,26102.000000017462,26118.66666668425
146,26124.66666668425,26149.333333351038
147,26155.333333351038,26178.000000017826
148,26184.000000017826,26204.666666684614
149,26210.666666684614,26233.333333351402
150,26239.333333351402,26261.00000001819
151,26267.00000001819,26287.666666684978
152,26293.666666684978,26314.333333351766
153,26320.333333351766,26340.000000018554
154,26346.000000018554,26368.66666668534
155,26374.66666668534,26395.33333335213
156,26401.33333335213,26424.000000018917
157,26430.000000018917,26449.666666685705
158,26455.666666685705,26480.333333352493
159,26486.333333352493,26510.00000001928
160,26516.00000001928,26536.66666668607
161,26542.66666668607,26562.333333352857
162,26568.333333352857,26591.000000019645
163,26597.000000019645,26615.666666686433
164,26621.666666686433,26639.33333335322
165,26645.33333335322,26667.00000002001
166,26673.00000002001,26693.666666686797
167,26699.666666686797,26722.333333353585
168,26728.333333353585,26749.000000020373
169,26755.000000020373,26775.66666668716
170,26781.66666668716,26800.33333335395
171,26806.33333335395,26824.000000020736
172,26830.000000020736,26853.666666687524
173,26859.666666687524,26878.333333354312
174,26884.333333354312,26905.0000000211
175,26911.0000000211,26931.66666668789
176,26937.66666668789,26959.333333354676
177,26965.333333354676,26990.000000021464
178,26996.000000021464,27018.666666688252
179,27024.666666688252,27045.33333335504
180,27051.33333335504,27075.000000021828
181,27081.000000021828,27102.666666688616
182,27108.666666688616,27131.333333355404
183,27137.333333355404,27159.00000002219
184,27165.00000002219,27185.66666668898
185,27191.66666668898,27210.333333355768
186,27216.333333355768,27234.000000022555
187,27240.000000022555,27258.666666689343
188,27264.666666689343,27289.33333335613
189,27295.33333335613,27317.00000002292
190,27323.00000002292,27345.666666689707
191,27351.666666689707,27373.333333356495
192,27379.333333356495,27397.000000023283
193,27403.000000023283,27425.66666669007
194,27431.66666669007,27454.33333335686
195,27460.33333335686,27479.000000023647
196,27485.000000023647,27511.666666690435
197,27517.666666690435,27538.333333357223
198,27544.333333357223,27563.00000002401
199,27569.00000002401,27587.6666666908
200,27593.6666666908,27612.333333357587
