Numero_Proceso,Tiempo_Inicio,Tiempo_Final
1,660.9999999999932,661.9999999999932
2,662.9999999999932,663.9999999999932
3,664.9999999999932,665.9999999999932
4,666.9999999999932,667.9999999999932
5,668.9999999999932,669.9999999999932
6,670.9999999999932,671.9999999999932
7,672.9999999999932,673.9999999999932
8,674.9999999999932,675.9999999999932
9,676.9999999999932,677.9999999999932
10,678.9999999999932,679.9999999999932
11,680.9999999999932,681.9999999999932
12,682.9999999999932,683.9999999999932
13,684.9999999999932,685.9999999999932
14,686.9999999999932,687.9999999999932
15,688.9999999999932,690.9999999999932
16,691.9999999999932,692.9999999999932
17,693.9999999999932,694.9999999999932
18,695.9999999999932,696.9999999999932
19,697.9999999999932,698.9999999999932
20,699.9999999999932,700.9999999999932
21,701.9999999999932,702.9999999999932
22,703.9999999999932,704.9999999999932
23,705.9999999999932,706.9999999999932
24,707.9999999999932,708.9999999999932
25,709.9999999999932,710.9999999999932
26,711.9999999999932,712.9999999999932
27,713.9999999999932,714.9999999999932
28,715.9999999999932,716.9999999999932
29,717.9999999999932,718.9999999999932
30,719.9999999999932,720.9999999999932
31,721.9999999999932,723.9999999999932
32,724.9999999999932,725.9999999999932
33,726.9999999999932,727.9999999999932
34,728.9999999999932,729.9999999999932
35,730.9999999999932,731.9999999999932
36,732.9999999999932,733.9999999999932
37,734.9999999999932,735.9999999999932
38,736.9999999999932,737.9999999999932
39,738.9999999999932,739.9999999999932
40,740.9999999999932,741.9999999999932
41,742.9999999999932,743.9999999999932
42,744.9999999999932,745.9999999999932
43,746.9999999999932,747.9999999999932
44,748.9999999999932,749.9999999999932
45,750.9999999999932,751.9999999999932
46,752.9999999999932,753.9999999999932
47,754.9999999999932,755.9999999999932
48,756.9999999999932,757.9999999999932
49,758.9999999999932,759.9999999999932
50,760.9999999999932,761.9999999999932
51,762.9999999999932,763.9999999999932
52,764.9999999999932,765.9999999999932
53,766.9999999999932,767.9999999999932
54,768.9999999999932,769.9999999999932
55,770.9999999999932,771.9999999999932
56,772.9999999999932,773.9999999999932
57,774.9999999999932,775.9999999999932
58,776.9999999999932,777.9999999999932
59,778.9999999999932,779.9999999999932
60,780.9999999999932,781.9999999999932
61,782.9999999999932,783.9999999999932
62,784.9999999999932,785.9999999999932
63,786.9999999999932,787.9999999999932
64,788.9999999999932,789.9999999999932
65,790.9999999999932,791.9999999999932
66,792.9999999999932,793.9999999999932
67,794.9999999999932,795.9999999999932
68,796.9999999999932,797.9999999999932
69,798.9999999999932,799.9999999999932
70,800.9999999999932,801.9999999999932
71,802.9999999999932,803.9999999999932
72,804.9999999999932,805.9999999999932
73,806.9999999999932,807.9999999999932
74,808.9999999999932,809.9999999999932
75,810.9999999999932,811.9999999999932
76,812.9999999999932,813.9999999999932
77,814.9999999999932,815.9999999999932
78,816.9999999999932,818.9999999999932
79,819.9999999999932,820.9999999999932
80,821.9999999999932,822.9999999999932
81,823.9999999999932,824.9999999999932
82,825.9999999999932,826.9999999999932
83,827.9999999999932,828.9999999999932
84,829.9999999999932,830.9999999999932
85,831.9999999999932,832.9999999999932
86,833.9999999999932,834.9999999999932
87,835.9999999999932,836.9999999999932
88,837.9999999999932,838.9999999999932
89,839.9999999999932,841.9999999999932
90,842.9999999999932,843.9999999999932
91,844.9999999999932,845.9999999999932
92,846.9999999999932,847.9999999999932
93,848.9999999999932,849.9999999999932
94,850.9999999999932,851.9999999999932
95,852.9999999999932,853.9999999999932
96,854.9999999999932,855.9999999999932
97,856.9999999999932,857.9999999999932
98,858.9999999999932,859.9999999999932
99,860.9999999999932,861.9999999999932
100,862.9999999999932,863.9999999999932
101,864.9999999999932,865.9999999999932
102,866.9999999999932,867.9999999999932
103,868.9999999999932,869.9999999999932
104,870.9999999999932,871.9999999999932
105,872.9999999999932,873.9999999999932
106,874.9999999999932,875.9999999999932
107,876.9999999999932,877.9999999999932
108,878.9999999999932,879.9999999999932
109,880.9999999999932,881.9999999999932
110,882.9999999999932,883.9999999999932
111,884.9999999999932,885.9999999999932
112,886.9999999999932,887.9999999999932
113,888.9999999999932,889.9999999999932
114,890.9999999999932,891.9999999999932
115,892.9999999999932,893.9999999999932
116,894.9999999999932,895.9999999999932
117,896.9999999999932,897.9999999999932
118,898.9999999999932,899.9999999999932
119,900.9999999999932,901.9999999999932
120,902.9999999999932,903.9999999999932
121,904.9999999999932,905.9999999999932
122,906.9999999999932,907.9999999999932
123,908.9999999999932,909.9999999999932
124,910.9999999999932,911.9999999999932
125,912.9999999999932,913.9999999999932
126,914.9999999999932,915.9999999999932
127,916.9999999999932,917.9999999999932
128,918.9999999999932,919.9999999999932
129,920.9999999999932,921.9999999999932
130,922.9999999999932,923.9999999999932
131,924.9999999999932,925.9999999999932
132,926.9999999999932,927.9999999999932
133,928.9999999999932,929.9999999999932
134,930.9999999999932,931.9999999999932
135,932.9999999999932,933.9999999999932
136,934.9999999999932,935.9999999999932
137,936.9999999999932,937.9999999999932
138,938.9999999999932,939.9999999999932
139,940.9999999999932,941.9999999999932
140,942.9999999999932,943.9999999999932
141,944.9999999999932,945.9999999999932
142,946.9999999999932,947.9999999999932
143,948.9999999999932,949.9999999999932
144,950.9999999999932,951.9999999999932
145,952.9999999999932,953.9999999999932
146,954.9999999999932,955.9999999999932
147,956.9999999999932,957.9999999999932
148,958.9999999999932,959.9999999999932
149,960.9999999999932,961.9999999999932
150,962.9999999999932,963.9999999999932
